"ID","cluster"
"AT5G57569","01"
"AT4G15740","01"
"AT1G66970","01"
"AT3G49668","01"
"AT3G13750","01"
"AT2G10940","01"
"AT3G53460","01"
"AT4G07975","01"
"AT1G79050","01"
"AT3G09635","01"
"AT5G02935","01"
"AT4G30190","01"
"AT5G01545","01"
"AT1G07890","01"
"AT4G30270","01"
"AT2G03895","01"
"AT3G54910","01"
"AT5G56600","01"
"AT1G05453","01"
"AT4G23820","01"
"AT4G38770","01"
"AT3G02540","01"
"AT4G29900","01"
"AT5G13210","01"
"AT5G55480","01"
"AT2G06465","01"
"AT5G13560","01"
"AT5G15950","01"
"AT2G09250","01"
"AT5G41612","01"
"AT2G05075","01"
"AT5G47030","01"
"AT2G01690","01"
"AT3G08660","01"
"AT5G09445","01"
"ATCG00370","01"
"AT3G63210","01"
"AT5G44210","01"
"AT2G40590","01"
"AT3G54400","01"
"AT3G46180","01"
"AT3G09580","01"
"AT3G24660","01"
"AT1G21270","01"
"AT3G22890","01"
"AT1G04680","01"
"AT2G12190","01"
"AT3G26520","01"
"AT1G07603","01"
"AT1G20070","01"
"AT4G03655","01"
"AT2G39010","01"
"AT1G68723","01"
"AT3G43980","01"
"AT1G65720","01"
"AT2G29630","01"
"AT4G05975","01"
"AT1G71380","01"
"AT4G15440","01"
"AT2G44290","01"
"AT5G14800","01"
"AT4G13430","01"
"AT5G45040","01"
"AT1G53830","01"
"AT1G60560","01"
"AT1G54040","01"
"AT4G15490","01"
"AT1G09420","01"
"AT2G35810","01"
"AT5G64687","01"
"AT1G11870","01"
"AT5G26270","01"
"AT1G04767","01"
"AT2G32560","01"
"AT5G11890","01"
"AT5G49630","01"
"AT1G27540","01"
"AT2G07335","01"
"AT3G07275","01"
"AT1G09421","01"
"AT5G09730","01"
"AT1G08980","01"
"AT3G28610","01"
"AT3G44380","01"
"AT1G62770","01"
"AT3G41979","01"
"AT3G26670","02"
"AT3G09245","02"
"ATCG00090","02"
"AT1G13380","02"
"AT3G18535","02"
"AT4G21326","02"
"AT3G06435","02"
"AT5G36910","02"
"AT1G55870","02"
"AT3G25410","02"
"AT2G37580","02"
"AT4G08305","02"
"AT3G57540","02"
"AT4G30660","02"
"AT1G01300","03"
"AT2G16005","03"
"AT1G54100","03"
"AT1G13920","03"
"AT4G06195","03"
"AT5G02020","03"
"AT5G21020","03"
"AT2G40840","03"
"AT1G65310","03"
"AT3G47620","03"
"AT1G17744","03"
"AT2G47010","03"
"AT2G08100","03"
"AT3G11410","03"
"AT2G19810","03"
"AT3G02935","03"
"AT5G57050","03"
"AT1G29400","03"
"AT4G03600","03"
"AT1G66280","03"
"AT5G67400","03"
"AT4G34000","03"
"AT1G68620","03"
"AT2G39050","03"
"AT1G27200","03"
"AT4G23870","03"
"AT5G07015","03"
"AT1G58360","03"
"AT3G04685","03"
"AT5G07010","03"
"AT1G68568","03"
"AT3G14595","03"
"AT4G35300","03"
"AT4G16190","03"
"AT4G21930","03"
"AT3G23920","03"
"AT1G04803","03"
"AT3G09390","03"
"AT5G61820","03"
"AT2G28840","03"
"AT3G27250","03"
"AT2G42790","03"
"AT2G47770","03"
"AT3G28740","03"
"AT3G12580","03"
"AT1G47960","03"
"AT1G76180","03"
"AT5G42820","03"
"AT3G12520","03"
"AT3G61060","03"
"AT4G21926","03"
"AT1G56600","03"
"AT1G68570","03"
"AT1G61890","03"
"AT3G06355","03"
"AT2G39800","03"
"AT4G24960","03"
"AT1G77520","03"
"AT4G14060","03"
"AT1G09193","03"
"AT3G07350","03"
"AT5G15230","03"
"AT2G30330","03"
"AT4G30290","03"
"AT3G01740","03"
"AT2G21180","03"
"AT5G66170","03"
"AT1G04103","03"
"AT5G21482","03"
"AT1G14240","03"
"AT4G01450","03"
"AT1G52070","03"
"AT5G02425","03"
"AT1G64980","03"
"AT2G35300","03"
"AT1G32560","03"
"AT1G52000","03"
"AT1G54970","03"
"AT4G15960","03"
"AT1G29230","03"
"AT3G62090","03"
"AT4G27900","03"
"AT3G48195","03"
"AT3G46450","03"
"AT1G55740","03"
"AT3G62680","03"
"AT2G08690","03"
"AT4G34881","03"
"AT1G07985","03"
"AT5G11980","03"
"AT1G64660","03"
"AT5G40790","03"
"AT2G38750","03"
"AT2G32870","03"
"AT5G57530","03"
"AT2G08685","03"
"AT4G30960","03"
"AT1G62515","03"
"AT5G15500","03"
"AT1G01470","03"
"AT4G14270","03"
"AT4G15910","03"
"AT4G17030","03"
"AT5G24240","03"
"AT2G30362","03"
"AT4G34230","03"
"AT5G26260","03"
"AT5G47640","03"
"AT5G52310","03"
"AT1G35720","03"
"AT5G05500","03"
"AT1G17745","03"
"AT5G00905","03"
"AT1G09530","03"
"AT1G67360","03"
"AT2G30550","03"
"AT2G41870","03"
"AT1G62200","03"
"AT1G01720","03"
"AT1G51140","03"
"AT1G62570","03"
"AT5G17460","03"
"AT1G19550","03"
"AT5G40800","03"
"AT1G31770","03"
"AT4G26080","03"
"AT1G01700","03"
"AT5G01520","03"
"AT3G50970","03"
"AT5G03190","03"
"AT2G46680","03"
"AT1G54160","03"
"AT3G61890","03"
"AT1G34510","03"
"AT1G45249","03"
"AT4G02715","03"
"AT5G24770","03"
"AT5G48000","03"
"AT1G50750","03"
"AT4G23680","03"
"AT1G52040","03"
"AT1G22160","03"
"AT2G18050","03"
"AT2G22910","03"
"AT3G29575","03"
"AT2G38790","04"
"AT1G64790","04"
"AT2G27830","04"
"AT2G24980","04"
"AT4G09500","04"
"AT1G18710","04"
"AT4G37980","04"
"AT3G07885","04"
"AT4G09020","04"
"AT2G40475","04"
"AT3G46060","04"
"AT5G17590","04"
"AT2G22240","04"
"AT4G11450","04"
"AT3G02845","04"
"AT5G06640","04"
"AT3G54590","04"
"AT5G06645","04"
"AT3G06240","04"
"AT4G14190","04"
"AT5G63300","04"
"AT2G20540","04"
"AT5G20950","04"
"AT2G32150","04"
"AT3G53630","04"
"AT3G04590","04"
"AT4G17170","04"
"AT5G04550","04"
"AT2G33770","04"
"AT5G20620","04"
"AT1G15950","04"
"AT2G47970","04"
"AT5G05660","04"
"AT2G25910","04"
"AT1G15500","04"
"AT3G63030","04"
"AT1G10590","04"
"AT2G19540","04"
"AT5G48385","04"
"AT3G44330","04"
"AT1G64650","04"
"AT2G37250","04"
"AT4G38810","04"
"AT1G17470","04"
"AT2G03975","04"
"AT3G55410","04"
"AT4G39940","04"
"AT3G15000","04"
"AT4G24800","04"
"AT2G01080","04"
"AT1G13060","04"
"AT3G20050","04"
"AT1G32630","04"
"AT3G44990","04"
"AT4G20320","04"
"AT3G13300","04"
"AT3G09305","04"
"AT5G14275","04"
"AT1G06290","04"
"AT3G02255","04"
"AT4G00400","04"
"AT1G07702","04"
"AT2G20860","04"
"AT3G18980","04"
"AT4G27320","04"
"AT5G35100","04"
"AT2G20580","04"
"AT4G35100","04"
"AT5G46290","04"
"AT5G08610","04"
"AT1G08633","04"
"AT2G34510","04"
"AT1G28280","04"
"AT2G41515","04"
"AT2G41560","04"
"AT2G01570","04"
"AT2G09895","04"
"AT1G53840","04"
"AT1G70730","04"
"AT4G09685","04"
"AT2G09395","04"
"AT5G62350","04"
"AT1G30120","04"
"AT5G53170","04"
"AT3G03385","04"
"AT3G18215","04"
"AT1G50250","04"
"AT1G64670","04"
"AT5G45670","04"
"AT3G02050","04"
"AT1G70980","04"
"AT4G02520","04"
"AT1G15780","04"
"AT4G30097","04"
"AT1G35160","04"
"AT2G21060","04"
"AT1G76465","04"
"AT1G09777","04"
"AT2G06850","04"
"AT2G13550","04"
"AT5G06660","04"
"AT1G52190","04"
"AT4G35485","04"
"AT3G02110","04"
"AT5G25520","04"
"AT5G65950","04"
"AT3G08665","04"
"AT2G26692","04"
"AT5G60920","04"
"AT1G11680","04"
"AT2G17190","04"
"AT3G59290","04"
"AT2G44993","04"
"AT2G15090","04"
"AT1G47128","04"
"AT1G68130","04"
"AT2G22540","04"
"AT2G38120","04"
"AT5G05090","04"
"AT4G01950","04"
"AT1G29150","04"
"AT2G45540","04"
"AT4G08825","04"
"AT3G20100","04"
"AT5G01095","04"
"AT3G01525","04"
"AT4G14820","04"
"AT3G12710","04"
"AT1G48760","04"
"AT2G45243","04"
"AT2G09740","04"
"AT5G65520","04"
"AT2G14878","04"
"AT4G05150","04"
"AT2G09400","04"
"AT1G69295","04"
"AT1G70890","04"
"AT2G45600","04"
"AT2G19582","04"
"AT5G08955","04"
"AT5G25610","04"
"AT1G70830","04"
"AT5G03230","04"
"AT3G12120","04"
"AT5G48900","04"
"AT1G20190","04"
"AT3G01555","04"
"AT5G43330","04"
"AT1G75490","04"
"AT3G08645","04"
"AT1G71695","04"
"AT3G09875","04"
"AT5G11420","04"
"AT1G70335","04"
"AT1G07080","04"
"AT2G09200","04"
"AT5G44566","04"
"AT5G03985","04"
"AT5G25460","04"
"AT5G40150","04"
"AT5G56350","04"
"AT2G26690","04"
"AT4G35480","04"
"AT1G04467","04"
"AT5G07985","04"
"AT5G53370","04"
"AT1G53887","04"
"AT2G43010","04"
"AT2G38540","04"
"AT2G41750","04"
"AT1G48750","04"
"AT3G10020","04"
"AT1G80000","04"
"AT2G01890","04"
"AT2G39310","04"
"AT4G37895","04"
"AT5G09845","04"
"AT2G03090","04"
"AT5G42825","04"
"AT2G08000","04"
"AT2G19570","04"
"AT5G60390","04"
"AT1G28290","04"
"AT3G56340","04"
"AT1G23330","04"
"AT3G06495","04"
"AT3G08590","04"
"AT3G26600","04"
"AT1G77230","04"
"AT2G01270","04"
"AT4G01870","04"
"AT1G54000","04"
"AT1G64390","04"
"AT1G53700","04"
"AT5G61510","04"
"AT1G51200","04"
"AT3G12030","04"
"AT3G16410","04"
"AT2G43050","04"
"AT3G06755","04"
"AT3G03515","04"
"AT4G00150","04"
"AT4G09985","04"
"AT4G11290","04"
"AT1G04250","04"
"AT1G12310","04"
"AT3G18600","04"
"AT1G07940","04"
"AT3G23450","04"
"AT1G64430","04"
"AT3G26460","04"
"AT1G18080","04"
"AT3G52800","04"
"AT3G09540","04"
"AT4G27520","04"
"AT3G03780","04"
"AT4G18970","04"
"AT2G40290","04"
"AT1G24360","04"
"AT3G58610","04"
"AT1G03230","04"
"AT3G16430","04"
"AT4G29140","04"
"AT1G20620","04"
"AT4G19080","04"
"AT1G69260","04"
"AT5G05085","04"
"AT3G12610","04"
"AT3G57785","04"
"AT4G29890","04"
"AT1G65980","04"
"ATMG00020","04"
"AT5G59080","04"
"ATMG00030","04"
"AT2G01120","04"
"AT1G05873","04"
"AT3G52530","04"
"AT2G40610","04"
"AT4G20440","04"
"AT2G36910","04"
"AT3G07660","04"
"AT5G66720","04"
"AT3G57050","04"
"AT1G24050","04"
"AT2G41530","04"
"AT3G50590","04"
"AT5G52045","04"
"AT1G77992","04"
"AT3G63260","04"
"AT5G22580","04"
"AT1G07930","04"
"AT3G06525","04"
"AT5G24160","04"
"AT3G12670","04"
"AT4G31080","04"
"AT3G28860","04"
"AT5G62740","04"
"AT5G65380","04"
"AT3G16420","04"
"AT2G40510","04"
"AT5G08980","04"
"AT1G56070","04"
"AT2G21140","04"
"AT1G07920","04"
"AT3G09520","04"
"AT2G29980","04"
"AT1G21630","04"
"AT1G41830","04"
"AT4G18975","04"
"AT4G32760","04"
"AT5G15780","04"
"AT3G48560","04"
"AT5G02760","04"
"AT3G28180","04"
"AT1G70940","04"
"AT5G40153","04"
"AT4G04340","04"
"AT1G01620","04"
"AT1G20110","04"
"AT2G18960","04"
"AT4G13830","04"
"AT1G79920","04"
"AT5G09685","04"
"AT4G23400","04"
"AT1G05687","04"
"AT1G09523","04"
"ATCG00700","04"
"AT1G52720","04"
"AT4G06835","04"
"AT2G01530","04"
"AT5G27470","04"
"AT3G16240","04"
"AT4G27080","04"
"AT2G35859","04"
"AT5G12250","04"
"AT1G30360","04"
"AT4G38775","04"
"AT5G14920","04"
"AT2G25150","05"
"AT5G63650","05"
"AT5G06235","05"
"AT3G49580","05"
"AT5G53450","05"
"AT5G24660","05"
"AT1G58983","05"
"AT5G25760","05"
"AT1G48300","05"
"AT3G50390","05"
"AT2G14247","05"
"AT1G10140","05"
"AT5G05250","05"
"AT5G04120","05"
"AT5G48180","05"
"AT5G05270","05"
"AT3G56980","05"
"AT1G07373","05"
"AT4G04830","05"
"AT1G08230","05"
"AT2G25650","05"
"AT5G37990","05"
"AT3G23020","05"
"AT1G08543","05"
"AT1G63370","05"
"AT3G08975","05"
"AT1G73200","05"
"AT4G31875","05"
"AT1G03545","05"
"AT5G42580","05"
"AT1G26270","05"
"AT1G05353","05"
"AT2G02950","05"
"AT1G18870","05"
"AT1G64370","05"
"AT4G08505","05"
"AT5G28919","05"
"AT1G01750","05"
"AT1G29355","05"
"AT5G05460","05"
"AT5G42300","05"
"AT4G13920","05"
"AT3G28270","05"
"AT2G23120","05"
"AT5G05635","05"
"AT1G33800","05"
"AT5G02070","05"
"AT4G29270","05"
"AT5G47990","05"
"AT1G62540","05"
"AT2G41240","05"
"AT5G38020","05"
"AT5G48850","05"
"AT1G47395","05"
"AT1G14960","05"
"AT2G42750","05"
"AT3G08835","05"
"AT5G23220","05"
"AT3G48340","05"
"AT5G38210","05"
"AT4G33465","05"
"AT1G73040","05"
"AT5G15970","05"
"AT1G21400","05"
"AT1G17190","05"
"AT3G50440","05"
"AT1G22065","05"
"AT3G63215","05"
"AT4G39210","05"
"AT3G03295","05"
"AT5G03545","05"
"AT1G75290","05"
"AT3G56970","05"
"AT2G08695","05"
"AT5G64240","05"
"AT1G69410","05"
"AT4G32610","05"
"AT2G01100","05"
"AT2G45380","05"
"AT2G05380","05"
"AT4G01670","05"
"AT5G60890","05"
"AT5G40730","05"
"AT2G26180","05"
"AT4G18770","05"
"AT3G53650","05"
"AT1G23410","05"
"AT2G33220","05"
"AT2G40165","05"
"AT4G15475","05"
"AT3G25820","05"
"AT3G25830","05"
"AT3G09910","05"
"AT3G02030","05"
"AT3G56260","05"
"AT4G13880","05"
"AT1G17250","05"
"AT5G17050","05"
"AT5G26146","05"
"AT1G04770","05"
"AT1G08592","05"
"AT3G01360","05"
"AT5G17220","05"
"AT3G51238","05"
"AT1G08847","05"
"AT4G07815","05"
"AT2G21595","05"
"AT5G03585","05"
"AT3G14360","05"
"AT5G53420","05"
"AT5G01675","05"
"AT5G10140","05"
"AT5G65070","05"
"AT2G46270","05"
"AT3G53980","05"
"AT4G14100","05"
"AT1G36370","05"
"AT3G56990","05"
"AT5G43150","05"
"AT1G54575","05"
"AT5G15190","05"
"AT5G50360","05"
"AT1G19540","05"
"AT1G19570","05"
"AT2G39795","05"
"AT4G34710","05"
"AT1G73500","05"
"AT1G80130","05"
"AT2G38530","05"
"AT2G38780","05"
"AT3G02925","05"
"AT5G25110","05"
"AT1G67920","05"
"AT4G08570","05"
"AT4G10250","05"
"AT1G06473","05"
"AT5G22460","05"
"AT3G03815","05"
"AT3G09745","05"
"AT4G33550","05"
"AT3G09900","05"
"AT3G14560","05"
"AT5G52300","05"
"AT3G57010","05"
"AT4G06175","05"
"AT2G05915","06"
"AT3G29633","06"
"AT3G61800","07"
"AT1G52100","07"
"AT4G13390","07"
"AT4G38060","07"
"AT5G42850","07"
"AT2G42270","07"
"AT4G00050","07"
"AT1G26390","07"
"AT2G24540","07"
"AT2G17420","07"
"AT2G46160","07"
"AT5G19340","07"
"AT2G05540","07"
"AT5G40380","07"
"AT2G25215","07"
"AT5G48620","07"
"AT3G29375","07"
"AT3G47800","07"
"AT1G44770","07"
"AT4G02540","07"
"AT1G65541","07"
"AT1G65540","07"
"AT4G36780","07"
"AT4G23700","07"
"AT1G73330","07"
"AT5G44920","07"
"AT1G56242","07"
"AT3G05750","07"
"AT2G16365","07"
"AT4G17880","07"
"AT4G37320","07"
"AT1G17050","07"
"AT1G64720","07"
"AT1G61190","07"
"AT2G33435","07"
"AT5G43310","07"
"AT1G56510","07"
"AT1G62630","07"
"AT1G80930","07"
"AT5G17900","07"
"AT4G14350","07"
"AT1G67865","07"
"AT2G35637","07"
"AT1G70620","07"
"AT2G14080","07"
"AT5G12230","07"
"AT3G16390","07"
"AT5G17910","07"
"AT4G23550","07"
"AT4G37070","07"
"AT5G10950","07"
"AT3G28940","07"
"AT3G54670","07"
"AT4G14760","07"
"AT5G58320","07"
"AT4G02210","07"
"AT5G36120","07"
"AT3G46735","07"
"AT3G29310","07"
"AT5G23890","07"
"AT4G14120","07"
"AT2G03150","07"
"AT5G36002","07"
"AT5G03195","07"
"AT5G03350","07"
"AT2G30750","07"
"AT5G52420","07"
"AT5G40010","07"
"AT5G67470","07"
"AT3G02673","07"
"AT3G24506","07"
"AT3G45850","07"
"AT1G51580","07"
"AT5G17300","07"
"AT1G23130","07"
"AT4G34930","07"
"AT2G16485","07"
"AT3G13432","07"
"AT1G05733","07"
"AT2G30770","07"
"AT5G35450","07"
"AT1G33520","07"
"AT1G24030","07"
"AT2G24190","07"
"AT1G29810","07"
"AT1G28670","07"
"AT1G35560","07"
"AT1G22060","07"
"AT1G31580","07"
"AT4G00390","07"
"AT1G58807","07"
"AT1G59124","07"
"AT4G16950","07"
"AT5G02520","07"
"AT3G44630","07"
"AT3G44635","07"
"AT4G16955","07"
"AT1G08430","07"
"AT1G58025","07"
"AT5G45510","07"
"AT1G15340","07"
"AT5G09120","07"
"AT3G14650","07"
"AT5G45470","07"
"AT3G01420","07"
"AT4G04980","07"
"AT1G58602","07"
"AT1G65190","07"
"AT5G55300","07"
"AT2G27402","07"
"AT3G51075","07"
"AT5G47690","07"
"AT4G12670","07"
"AT5G39730","07"
"AT4G08580","07"
"AT3G22565","07"
"AT3G46530","07"
"AT1G12850","07"
"AT4G27850","07"
"AT5G54720","07"
"AT2G27389","07"
"AT5G19310","07"
"AT1G69550","07"
"AT3G51910","07"
"AT5G06280","07"
"AT2G26570","07"
"AT3G18960","07"
"AT4G16990","07"
"AT4G16890","07"
"AT5G26200","07"
"AT1G19020","07"
"AT2G16900","07"
"AT3G09980","07"
"AT5G46520","07"
"AT4G36640","07"
"AT1G23710","07"
"AT5G52550","07"
"AT4G21515","07"
"AT2G30930","07"
"AT4G28085","07"
"AT4G06105","07"
"AT3G25840","07"
"AT4G24920","07"
"AT5G20360","07"
"AT4G11650","07"
"AT4G13540","07"
"AT4G22463","07"
"AT1G80810","07"
"AT5G55790","07"
"AT5G66658","07"
"AT1G29418","07"
"AT4G00880","07"
"AT1G33612","07"
"AT2G45830","07"
"AT2G25660","07"
"AT1G08640","07"
"AT2G30500","07"
"AT2G33050","07"
"AT1G61667","07"
"AT1G63980","07"
"AT4G20850","07"
"AT4G29710","07"
"AT1G04357","07"
"AT4G14010","07"
"AT3G51070","07"
"AT1G74675","07"
"AT5G63020","07"
"AT1G30590","07"
"AT3G46520","07"
"AT2G15220","07"
"AT4G39050","07"
"AT2G16910","07"
"AT2G27285","07"
"AT4G29260","07"
"AT1G52820","07"
"AT5G43770","07"
"AT2G29485","07"
"AT4G00670","07"
"AT3G51880","07"
"AT1G26300","07"
"AT1G71360","07"
"AT1G07563","07"
"AT3G01365","07"
"AT5G02270","07"
"AT5G20790","07"
"AT2G07739","07"
"AT1G29770","07"
"AT5G28540","07"
"AT1G80940","07"
"AT4G02200","07"
"AT3G09345","07"
"AT3G10130","07"
"AT4G39030","07"
"AT3G28660","07"
"AT5G07150","07"
"AT3G05245","07"
"AT3G54060","07"
"AT1G62600","07"
"AT5G61260","07"
"AT5G08370","07"
"AT4G02000","07"
"AT4G02720","07"
"AT4G02840","07"
"ATCG01240","07"
"AT5G04750","07"
"ATCG00900","07"
"AT1G62620","07"
"AT3G60080","07"
"AT3G56410","07"
"AT4G31730","07"
"AT2G40060","07"
"AT3G11450","07"
"AT3G29130","07"
"AT1G60200","07"
"AT3G30380","07"
"AT1G16810","07"
"AT5G58380","07"
"AT1G74160","07"
"AT2G22460","07"
"AT4G24910","07"
"AT5G50562","07"
"AT1G10650","07"
"AT2G08460","07"
"AT4G24415","07"
"AT3G18520","07"
"AT4G06235","07"
"AT1G15200","07"
"AT1G79160","07"
"AT2G24650","07"
"AT2G20170","07"
"AT2G40670","07"
"AT1G19870","07"
"AT1G49205","07"
"AT5G50950","07"
"ATCG00905","07"
"ATCG01230","07"
"AT3G09150","07"
"AT4G26095","07"
"AT5G53048","07"
"AT4G19190","07"
"AT5G52180","07"
"AT3G12560","07"
"AT3G05670","07"
"AT5G43740","07"
"AT2G18270","07"
"AT5G55490","07"
"AT1G20490","07"
"AT2G18280","07"
"AT5G41860","07"
"AT1G22230","07"
"AT1G62610","07"
"AT2G03720","07"
"AT3G15760","07"
"AT1G55945","07"
"AT5G40910","07"
"AT1G61690","07"
"AT2G38470","07"
"AT2G39280","07"
"AT1G58848","07"
"AT1G59218","07"
"AT5G45480","07"
"AT3G48670","07"
"AT4G13680","07"
"AT5G45460","07"
"AT5G53440","07"
"AT1G16490","07"
"AT3G25590","07"
"AT5G65910","07"
"AT1G49200","07"
"AT1G78110","07"
"AT1G02330","07"
"AT2G38800","07"
"AT1G25510","07"
"AT5G55860","07"
"AT3G19515","07"
"AT4G22666","07"
"AT5G66053","07"
"AT5G16990","07"
"AT1G73260","07"
"AT3G50550","07"
"AT5G57685","07"
"AT4G36980","07"
"AT5G17305","07"
"AT1G08537","07"
"AT3G07555","07"
"AT3G60160","07"
"AT2G35820","07"
"AT3G07105","07"
"AT4G13860","07"
"AT5G45490","07"
"AT3G27906","07"
"AT5G37890","07"
"AT4G20030","07"
"AT5G53050","07"
"AT1G04380","07"
"AT5G43170","07"
"AT5G49440","07"
"AT1G52618","07"
"AT1G68945","07"
"AT1G35710","07"
"AT1G45165","07"
"AT1G24340","07"
"AT1G19835","07"
"AT2G19550","07"
"AT2G12461","07"
"AT3G24982","07"
"AT1G48310","07"
"AT2G24970","07"
"AT5G45750","07"
"AT3G25020","07"
"AT3G04755","07"
"AT5G65930","07"
"AT3G61810","07"
"AT4G17480","07"
"AT1G65280","07"
"AT4G31355","07"
"AT2G20770","07"
"AT2G42980","07"
"AT1G77920","07"
"ATMG00110","07"
"AT4G14000","07"
"AT1G02930","07"
"AT1G47260","07"
"AT3G45600","07"
"AT1G13609","07"
"AT2G18570","07"
"AT2G46140","07"
"AT1G13420","07"
"AT1G06837","07"
"AT4G11210","07"
"AT1G09253","07"
"AT1G58270","07"
"AT1G58684","07"
"AT1G59359","07"
"AT1G04433","07"
"AT5G54080","07"
"AT2G30766","07"
"AT2G30760","07"
"AT5G60530","07"
"AT3G06010","07"
"AT3G07125","07"
"AT1G23020","07"
"AT5G65020","07"
"AT2G46830","07"
"AT1G02920","07"
"AT5G52190","07"
"AT4G29110","07"
"AT3G53730","07"
"AT1G12390","07"
"AT1G64950","07"
"AT4G08935","07"
"AT4G25900","07"
"AT1G65290","07"
"AT3G02780","07"
"AT1G78000","07"
"AT2G25980","07"
"AT2G29500","07"
"AT1G27752","07"
"AT2G29440","07"
"AT3G58110","07"
"AT3G61640","07"
"AT4G04335","07"
"AT4G05050","07"
"AT5G43470","07"
"AT5G49910","08"
"AT5G63310","08"
"AT3G03200","08"
"AT1G07737","08"
"AT3G58990","08"
"AT1G08903","08"
"AT1G17060","08"
"AT4G37200","08"
"AT1G23090","08"
"AT3G28345","08"
"AT2G15620","08"
"AT4G28660","08"
"AT4G08815","08"
"AT5G38120","08"
"AT2G40490","08"
"AT4G18480","08"
"AT2G21045","08"
"AT4G31040","08"
"AT1G29070","08"
"AT1G21500","08"
"AT1G77940","08"
"AT3G21055","08"
"AT4G14040","08"
"AT1G77490","08"
"AT5G38430","08"
"AT5G10170","08"
"AT4G25050","08"
"AT1G13300","08"
"AT3G25660","08"
"AT1G01580","08"
"AT1G23720","08"
"AT3G48720","08"
"AT2G46750","08"
"AT4G14400","08"
"AT5G25980","08"
"AT1G19670","08"
"AT4G31940","08"
"AT3G01190","08"
"AT5G49730","08"
"AT5G51720","08"
